Gene,scores,logfoldchanges,pvals,pvals_adj
ARHGAP30,6.0260363,1.3110399,8.996775085775464e-07,5.952593552206712e-05
PARP3,6.007393,1.0696439,3.0447588239690214e-07,2.6724740543169664e-05
LMNB2,6.0072374,1.2185199,5.540548952437071e-07,4.1276653431959145e-05
LBR,6.0042458,1.8135672,5.076806726041708e-07,3.902862105586618e-05
SKA3,6.0012097,1.2240051,3.0449267873186735e-07,2.6724740543169664e-05
ZWINT,5.9983735,1.981941,4.7146088789812487e-07,3.686512433685387e-05
IARS,5.9867554,1.0068414,3.769488661171926e-07,3.156162833523191e-05
MCM4,5.972944,1.0915474,3.8635026127077505e-07,3.2017669474840746e-05
TPX2,5.971071,1.6661361,5.615875041492171e-07,4.177204411758964e-05
OAS3,5.966496,1.4929022,3.250676670699472e-07,2.8113301875828137e-05
TROAP,5.9639587,1.3866541,8.326394862248577e-07,5.611064982170846e-05
HCG4,5.9603114,1.1284096,6.474565246795595e-07,4.612835212803603e-05
SGO1,5.9598317,1.3992484,3.391864075221393e-07,2.901607844602142e-05
TP53BP1,5.95284,1.0699166,3.41740012834903e-07,2.9076789185576898e-05
STX11,5.9480433,4.5481224,2.8482706621699152e-06,0.0001422842029728323
WARS,5.9450336,2.4955049,2.896098729035835e-06,0.00014406492384279521
IL10RA,5.938076,1.4147478,9.428776065108156e-07,6.118616039946112e-05
FOXM1,5.933862,1.5143595,5.860786348058948e-07,4.298546042908909e-05
PRKCH,5.921198,1.123277,8.907285887519259e-07,5.9099154765900925e-05
HLA-A,5.9150887,7.5942874,4.4452670341810274e-07,3.564275382813591e-05
TYMP,5.911293,2.0953362,3.933520787193217e-07,3.2409534050574435e-05
DUT,5.8978615,1.436746,5.260200497170244e-07,3.9771830538089246e-05
AURKB,5.89734,1.9093825,7.872001036390909e-07,5.378599174206675e-05
DLGAP5,5.892102,1.3489425,5.839023396718712e-07,4.28923415882876e-05
SDF2L1,5.8901997,1.7064574,5.166976158935922e-07,3.9298093432601556e-05
RANBP1,5.881869,1.0529828,1.1480150117824105e-06,7.136550087042115e-05
HLA-DMA,5.876895,2.2034178,5.46455109569616e-07,4.096347518538844e-05
GPSM3,5.8751454,1.3712054,6.155694339526479e-07,4.452713029357479e-05
NT5C3A,5.872335,1.1248645,4.5200479827869513e-07,3.587750166471515e-05
SAMD9L,5.8706512,1.4911207,8.638593097840534e-07,5.763976356552075e-05
REC8,5.8666162,1.2423953,7.247151099696328e-07,4.997681881535484e-05
BLVRA,5.86654,1.074007,6.047196945070663e-07,4.387649476694139e-05
CENPK,5.862862,1.3302987,7.886362520728245e-07,5.378599174206675e-05
C1orf112,5.859502,1.0424116,5.952721617208629e-07,4.352479158350674e-05
ZBP1,5.847485,1.5558597,1.4303901930476666e-06,8.364334840853641e-05
B2M,5.846499,3.2983491,5.10262657063632e-07,3.9069143395937155e-05
KLHL6,5.8306317,1.9963516,9.460008844237832e-07,6.12208807653022e-05
FAM46C,5.82724,1.7383125,2.0538053567353263e-06,0.00010941370496743026
ASPM,5.825471,1.375243,6.560119352549824e-07,4.651834843661495e-05
MTHFD1,5.815476,1.4726508,6.30081705718899e-07,4.530350764244752e-05
SH3KBP1,5.801954,1.0490766,1.7025044081049096e-06,9.542698582253431e-05
FYB,5.7968535,1.5177281,1.1790809064652422e-06,7.290368120230723e-05
SLC29A2,5.7963686,1.0743017,6.568638204844692e-07,4.651834843661495e-05
SEMA4D,5.7896433,1.1541126,8.178294341588217e-07,5.527008148821626e-05
SLA,5.786148,1.0114447,1.0867128051909505e-06,6.836319504676635e-05
IFITM2,5.786109,2.0439074,1.405987533870785e-06,8.269107955507611e-05
SP140,5.784866,1.3989594,1.4875609562064596e-06,8.604151268400644e-05
GINS2,5.7846174,1.1871705,8.746621773188065e-07,5.821755870850221e-05
CDC20,5.7804446,2.011013,1.4549052868360473e-06,8.47625670004346e-05
LY9,5.779272,3.66627,1.9721289075247188e-06,0.00010625911415520714
NAP1L1,5.777737,1.2849313,6.298052531163875e-07,4.530350764244752e-05
CDC7,5.7765865,1.183332,9.501924093955893e-07,6.140813157278299e-05
PAICS,5.7758336,1.1196756,8.26359647792522e-07,5.576689851372445e-05
BTN2A2,5.761201,1.1720489,1.09544956640861e-06,6.882129168405328e-05
CXCL11,5.7609277,4.886082,5.155236400729769e-06,0.00022594543416080227
WIPF1,5.7582145,1.4778657,8.867938756348259e-07,5.892072735204594e-05
URB2,5.756512,1.0642806,6.99976727127658e-07,4.889667873714371e-05
PLA2G7,5.752294,2.4531262,2.7943421446586978e-06,0.00014003383881077227
TRIM22,5.7504525,1.915196,7.203685321415297e-07,4.982233062868326e-05
SNRPF,5.7458844,1.0410844,1.407113514740657e-06,8.269107955507611e-05
GPR18,5.7453938,2.3794773,2.131444547805747e-06,0.00011253599020429294
ENTPD1,5.7317924,1.5149971,1.5337027021790059e-06,8.826626974693701e-05
KIF14,5.7266326,1.0713435,1.199129564814514e-06,7.357271044488935e-05
CYTH4,5.7236624,1.4898299,1.4884161032604392e-06,8.604151268400644e-05
HLA-DPB1,5.7234583,2.5709858,3.194905349287754e-06,0.00015492159838281498
NPL,5.719972,1.5144314,1.0546045753777083e-06,6.669809979598028e-05
BCAS4,5.7128105,1.2069016,1.979012289189081e-06,0.00010650868528403624
PARPBP,5.7076025,1.3977045,1.0060171265130464e-06,6.41476981008498e-05
PLK1,5.704881,1.137003,1.9152939973490803e-06,0.00010435486715053365
KRT73,5.7034283,1.1973307,1.794725021871458e-06,9.907007772423929e-05
WIPF1,5.7004437,1.5161674,1.6986039145232776e-06,9.540184401315202e-05
SH2D3C,5.692656,1.4619603,8.568272962696851e-07,5.7251312012189256e-05
CEP78,5.6920643,1.1699558,8.40210790176234e-07,5.646001683361804e-05
APOBEC3G,5.6869264,2.4552891,9.274803341214078e-07,6.036679324916372e-05
CKS2,5.6860557,1.1761005,1.0475038476347593e-06,6.633770350743984e-05
ASPHD2,5.6734834,2.6233056,4.307491478075948e-06,0.00019726476220071528
STAT2,5.6704044,1.2601461,9.150647929706212e-07,6.013814523329272e-05
TRAF3IP3,5.6691327,1.7965347,2.017674480588557e-06,0.0001077315199246082
APOBEC3F,5.665226,1.2722869,1.1174929694228038e-06,6.965117246967664e-05
TRPV2,5.6627736,1.5849657,1.5672840168742497e-06,8.957423607692646e-05
TIGIT,5.6564865,1.8124206,1.4895892550405072e-06,8.604151268400644e-05
AOAH,5.656342,1.8232024,1.6665134505592587e-06,9.453739695011702e-05
HAGHL,5.646983,1.187007,1.0006621269931299e-06,6.397070708332973e-05
PJA1,5.6462474,1.4056787,1.40480789971616e-06,8.269107955507611e-05
TARP,5.6438413,2.1708589,5.4462462013763755e-06,0.00023529275712192894
KIF23,5.637009,1.8470649,3.007696035433287e-06,0.00014775189651946262
,5.6308274,1.6088655,1.7580682041033643e-06,9.741346071751637e-05
FKBP11,5.626121,1.2008634,2.101232511874172e-06,0.00011143834802604423
CKS2,5.624147,1.4888957,1.2024879618813202e-06,7.359132990002538e-05
MAN1C1,5.621853,1.8619771,1.8787492625245462e-06,0.000102630475014144
CD53,5.6137695,1.0930294,1.792993680891897e-06,9.907007772423929e-05
XDH,5.611729,1.1045812,1.3947105116654002e-06,8.229067711538094e-05
KIFC1,5.6073236,1.7235038,2.1243717298842585e-06,0.00011241348257900964
LEF1,5.6062713,2.431728,1.8498963569303454e-06,0.00010128824879317575
CYFIP2,5.597684,1.2227877,2.540358299389068e-06,0.00012908349094435944
IL16,5.596798,2.6035953,2.4083890416738347e-06,0.00012411190986547096
CHEK1,5.588613,1.070407,1.2116181210161694e-06,7.395873348504764e-05
,5.5868053,1.6314738,2.4457453355284596e-06,0.00012548901799115493
APOL6,5.5814323,1.2207158,1.945142771855445e-06,0.00010540534834841412
HSPD1,5.5798097,1.9826952,1.241528473213586e-06,7.532759515305247e-05
GCH1,5.5752187,1.0900241,1.2859569073000152e-06,7.749651390272843e-05
NLRC3,5.574068,1.8171698,1.6039265802713983e-06,9.15282928020495e-05
MCOLN2,5.56769,1.4777266,1.8028784583174082e-06,9.940416226995528e-05
GPR55,5.5645475,3.0941553,3.910565375590512e-06,0.0001811920824907545
STIL,5.5617666,1.0049427,1.6740258786608748e-06,9.453739695011702e-05
ARHGAP25,5.555552,1.3067584,2.4648326027841107e-06,0.00012633134988072366
NCL,5.555367,1.0397592,1.395081553396654e-06,8.229067711538094e-05
,5.5524564,1.6603719,1.4851602252442043e-06,8.604151268400644e-05
ZC3H12A,5.5490603,1.8733742,6.495907723137794e-06,0.0002693268244158454
HMMR,5.546456,1.7031174,3.080023323217894e-06,0.00015022118279302182
SLFN11,5.5457664,1.2268579,2.55255673122371e-06,0.00012942529612433018
CLEC2D,5.539784,1.153906,2.5236625901225438e-06,0.00012878846402473266
PTPRO,5.5392404,2.2651217,5.986572022597663e-06,0.0002524124444501138
DNAJB11,5.5382915,1.5363716,1.5489633710729015e-06,8.871284527281568e-05
NCAPG2,5.5382004,1.5105984,1.7585366954733756e-06,9.741346071751637e-05
KLRC2,5.537807,4.2302856,5.554871009194807e-06,0.0002388948025745261
PBK,5.535609,1.5252107,1.8369503247991097e-06,0.00010076016737122829
CMTM3,5.530812,1.0117362,2.2992054749609065e-06,0.0001195258389054677
EMILIN2,5.529738,1.329731,2.5354432230600158e-06,0.00012908349094435944
RNASEH2A,5.5288982,1.0558593,1.7226266352697715e-06,9.63265936580462e-05
SGO2,5.5218287,1.1656235,2.1774273844576154e-06,0.00011458015269915062
TRIM69,5.5029893,1.6156073,2.712562450844879e-06,0.00013622419518271624
MMP12,5.4998274,6.1707697,9.935565142394707e-06,0.00037996910282236566
ZNF215,5.4780264,1.2343012,1.9640108783048057e-06,0.00010608856613690076
TRAF5,5.465844,1.025959,2.7786244396437075e-06,0.00013939383495888109
MCUB,5.465317,1.4573194,4.7079121902759725e-06,0.00021192241490662064
RCN1,5.4651093,1.0023537,3.4995166803718014e-06,0.00016571735295130012
SAPCD2,5.457794,1.4069384,2.430162079687403e-06,0.0001249362729916342
WARS,5.456184,2.2776957,1.0161271904687591e-05,0.0003868974645344301
NCKAP1L,5.45241,1.3535149,3.577557969741695e-06,0.0001687373229058528
,5.450956,1.176337,6.9220627463535e-06,0.00028327164562434693
NINJ2,5.44491,1.1398625,2.43233152441066e-06,0.0001249362729916342
CCL4L1,5.443766,2.250214,7.683973567409327e-06,0.00030727450342640154
C17orf53,5.4408116,1.2130734,2.51789917321923e-06,0.00012863310603399795
B2M,5.4378967,3.826292,2.0084564724250407e-06,0.00010748195739933417
PITPNC1,5.43575,2.5153236,5.372970018942421e-06,0.00023297808678836765
ACSL6,5.4326324,1.5977738,4.815889701219301e-06,0.00021553954029856337
MAST4,5.431719,6.0053926,5.1312767756119555e-06,0.0002252286615970587
OIP5,5.4189844,1.105297,2.2922399544162436e-06,0.00011929482455838201
SPATS2L,5.416348,1.230654,2.680681130352171e-06,0.0001347661872832839
IL2RB,5.413725,1.1818017,3.014070680243131e-06,0.0001479114540147944
DOCK11,5.4127307,1.0221659,3.1962178963288187e-06,0.00015492159838281498
HMGN2,5.396549,1.1489415,2.3825190686114165e-06,0.00012304566547903962
KPNA2,5.3818,1.5466509,3.9463697353308215e-06,0.00018231534479423356
FREM1,5.3716626,1.7189022,3.843201724521874e-06,0.0001788454332114114
SLA2,5.3582587,1.3364058,5.068712614402078e-06,0.00022388943758125032
IGFBP5,5.3558497,1.6034789,6.377331526078473e-06,0.00026580830176580996
HMMR,5.3452697,1.5830626,3.55988643857035e-06,0.00016807140493956842
IL32,5.332355,1.9497302,5.417393151569276e-06,0.00023447449022990642
CALM3,5.3307443,2.1001508,2.894276445728738e-06,0.00014406492384279521
REC8,5.326248,1.0493127,4.500106442917959e-06,0.00020430569625251428
,5.3234205,1.442287,3.051022085699017e-06,0.00014941480518443416
HCST,5.308469,1.2106357,3.185592428170277e-06,0.0001547236355230506
RASAL3,5.3037977,1.1320555,3.604675255845752e-06,0.00016967798241621394
SNRNP25,5.3034215,1.1125773,5.4293848432732226e-06,0.00023477871003722698
C15orf48,5.3024216,1.040469,4.631386820903834e-06,0.00020926171569866066
SH3KBP1,5.298203,1.1081505,9.009089946647538e-06,0.0003499121659327218
NME1,5.28906,1.5549533,5.0765715833204145e-06,0.0002240273991531146
CFB,5.281614,2.0410542,3.4367817272233704e-06,0.00016342357130135686
LILRB3,5.273876,1.7769675,5.946630421302312e-06,0.0002514713695253454
BTN3A2,5.272974,1.283076,7.267125944979097e-06,0.0002933327022859438
CCR9,5.2661395,1.0476933,8.041367130277174e-06,0.0003188708758021981
IFITM1,5.2630787,2.4017625,8.64455179437081e-06,0.00033797339812917344
,5.256613,1.6373241,8.46065909588537e-06,0.0003321563484224475
EPHB4,5.2437963,1.2534449,3.877071656040618e-06,0.00017999276627312416
CDCA7,5.243096,1.4764072,6.513594058146813e-06,0.00026958757139873253
ITLN1,5.2277946,2.2801366,6.656632988188401e-06,0.0002740690485397987
KPNA2,5.221217,1.013598,5.087191530670101e-06,0.00022428683107307592
IPO4,5.212578,1.2519221,4.72220806784473e-06,0.00021235123295202532
CCL25,5.210929,1.3669264,5.258667102115328e-06,0.00022907160644546024
RAB33A,5.194309,2.3411722,9.605385035262963e-06,0.00036768828790897126
CDCA4,5.1896315,1.2453439,6.389513460310705e-06,0.0002660388110029269
MCM10,5.18712,1.1818411,4.809645772686679e-06,0.0002154639323565234
ST3GAL1,5.185994,1.2015494,6.373474279755853e-06,0.00026580830176580996
GSDMB,5.1814613,1.0741582,4.8778727635549174e-06,0.00021728580680366522
KRT20,5.16068,1.0168012,5.657146816834201e-06,0.00024219243842893716
SSR4,5.1569757,1.2935758,8.383457497573278e-06,0.00032967267151928434
ARHGAP9,5.1506276,1.2005469,7.80169491420492e-06,0.00031145551165087947
MND1,5.1469636,1.2769314,5.362646788811959e-06,0.00023279132940039107
TGM2,5.1424828,2.6067443,5.464034783051184e-06,0.00023541629643151398
MLEC,5.1396956,1.2486898,5.948304954845192e-06,0.0002514713695253454
NOLC1,5.136971,1.1227587,5.679918021121593e-06,0.00024294745192151825
LOC146880,5.1366115,1.2491112,8.600817624495426e-06,0.0003365416702746113
TTC26,5.1357694,2.5414054,7.597487785056543e-06,0.00030484678087164534
IGFLR1,5.1277456,1.0010581,7.582758130555533e-06,0.0003045731915819226
SEPT6,5.12628,1.0822041,7.193630218607943e-06,0.00029186026136508226
MYB,5.10832,1.0899708,7.08627438462156e-06,0.00028849430491677464
MIAT,5.102189,3.0023835,1.9620155718365853e-05,0.0006445629906727316
RAD51AP1,5.094408,1.1756914,8.520028025844147e-06,0.0003339328631471492
HLA-A,5.0841327,2.0988884,7.2005275536150275e-06,0.00029188976604872845
CEP128,5.076365,1.3277371,7.468822889460164e-06,0.00030096048077656897
LEF1,5.074056,1.0416713,1.2968273100603205e-05,0.0004690291250536971
ACOT7,5.07344,1.0625243,1.4276787655062487e-05,0.0005040238758194336
SRRT,5.055364,1.0528862,7.996091914233917e-06,0.0003173415437807583
GLIPR1,5.0441437,1.8443724,7.584231079618341e-06,0.0003045731915819226
IRF8,5.0438776,1.1554396,1.282524809856567e-05,0.00046456662465455293
TUBA1A,5.043799,2.2673872,9.444954776317937e-06,0.0003623783257123055
CD74,5.0383954,3.75984,7.727070363368161e-06,0.00030873692371609596
CD44,5.0359883,1.0678873,9.001235065159382e-06,0.00034989435269309354
OIP5,5.0335903,1.1479541,8.191937386429912e-06,0.0003240267407523744
LAX1,5.0325394,1.7596817,1.3470038128187671e-05,0.0004834803442565813
PIF1,5.031096,1.211314,7.95571284819999e-06,0.0003168021108668324
LCK,5.0304403,1.8180801,1.5312596465099007e-05,0.0005334263630150506
GZMA,5.0244036,1.9084412,8.136757743958594e-06,0.00032221127103209383
ACAP1,5.011506,1.7764308,1.3076888059978695e-05,0.0004725961370919879
PSME1,5.000142,1.2013663,9.272339882749222e-06,0.0003574951775331846
CMTM7,4.9964705,1.1487653,1.1316659994998442e-05,0.0004215411294357412
KRT20,4.9918456,2.971683,9.224065684581921e-06,0.00035621459211470773
KIAA0922,4.991251,1.037497,1.1829298550747233e-05,0.000436512189188923
SYTL3,4.9900694,1.0134166,9.983094894776645e-06,0.0003811705166966899
,4.9841714,1.7393794,2.057595151193432e-05,0.0006689941843127675
APOL2,4.9798594,1.008156,1.15695861204845e-05,0.00042892264457111256
CLIC6,4.979836,1.9742773,2.58670484591321e-05,0.0008017059307951575
C15orf48,4.977856,1.3496468,1.2469254928236944e-05,0.0004537561868385424
PCDH7,4.9744906,1.9005442,1.3629999912682756e-05,0.00048700483826985135
,4.9735246,2.1714504,9.606669707558892e-06,0.00036768828790897126
FAM64A,4.970181,1.7296193,1.0430216731735411e-05,0.00039444140419084056
NAMPT,4.9648237,1.2067225,1.3883513608455761e-05,0.0004934540783435137
CAMK1D,4.959821,1.0676658,1.080993605445228e-05,0.00040586162295870956
,4.956383,1.894334,1.637268557086665e-05,0.000557449543420712
BMP7,4.9522514,2.1338515,3.158233506338416e-05,0.0009411611197124488
RRS1,4.9481955,1.1758019,1.1578291101048697e-05,0.00042892264457111256
DOCK8,4.945483,1.2216303,1.45659781084249e-05,0.000511941104290681
KIF18A,4.945148,1.3543204,1.5451958314339357e-05,0.0005364074579218279
KIR2DL4,4.938803,1.5174109,2.320044152193231e-05,0.0007346340609625515
GYPC,4.9386363,1.2479703,1.6034127438186796e-05,0.0005492588462840715
PDIA4,4.9376874,1.0590572,1.1597656124331923e-05,0.00042930384841453076
SERPINA10,4.936851,1.207788,1.1514154416697343e-05,0.00042721576705153036
DEPDC1,4.935126,1.4486163,1.1628486359268056e-05,0.00042977250327960465
ATP5G1,4.9146066,1.19902,1.2275270396865787e-05,0.00044945475447728475
PLSCR1,4.9142013,1.2001855,1.7878206394728108e-05,0.000598136004183453
LIX1L,4.913108,1.3108158,1.229404638412088e-05,0.00044945475447728475
TGIF2,4.9102254,1.2970744,1.481709118008576e-05,0.0005196086971507169
PYHIN1,4.9100165,2.008358,1.1910219620076153e-05,0.00043844465660527305
EHF,4.892842,1.3416989,1.6985842484631426e-05,0.0005739637503003278
HLA-DOA,4.8883033,1.344876,2.1505277884445447e-05,0.0006911346337496337
CBR3,4.88599,1.2818835,1.7190253223334726e-05,0.0005796288732974311
SLC7A5,4.875439,1.1377176,1.622286841145935e-05,0.000554119303928453
TRIM31,4.8713303,1.608966,1.491013444075316e-05,0.0005224842444360813
RRM2,4.852937,3.0928187,3.124060290833103e-05,0.0009336065709314062
CD74,4.8486295,2.5706458,1.4582117800054237e-05,0.000512127874363152
SAPCD2,4.8325057,1.217541,1.8386620867689807e-05,0.0006114160566408406
GSDMB,4.828797,1.546611,1.6621534940654164e-05,0.0005640709852493017
TXN,4.8268404,1.4864088,1.6404957762331552e-05,0.0005579218812815375
CD7,4.822972,1.2749972,1.657258656508703e-05,0.0005628136056242441
HNRNPA2B1,4.8178067,1.3807343,1.833441698896929e-05,0.0006108072285191341
CD8A,4.810675,3.1279933,3.900300478027137e-05,0.0011055213583824432
HNRNPD,4.7885547,1.1676149,1.862909855074921e-05,0.0006180131592849179
CD52,4.7842836,1.2297796,2.2689421211115197e-05,0.0007223206253258592
ST6GAL1,4.7814765,1.2673504,2.8295195492263724e-05,0.0008591532818693967
CDC25C,4.7731533,1.0567542,1.8976798827592605e-05,0.0006277870084873589
BIRC5,4.7672963,1.795547,3.818673879746067e-05,0.0010889090128339191
,4.7669296,1.0483856,1.9132040510465932e-05,0.0006320387153831089
,4.7658167,2.4700885,5.348660922359115e-05,0.0014223108614617353
HELLS,4.7551622,1.3242462,2.2470422341455303e-05,0.0007164795834420311
ANXA6,4.751037,1.3102163,2.0481551180988342e-05,0.0006663829035206434
ARHGAP9,4.74627,2.6034322,3.896222700746244e-05,0.001105027621727833
SRGN,4.744945,1.1172701,3.263625906924509e-05,0.0009643494739467693
KLRC3,4.7444715,1.7990713,5.126846452822973e-05,0.0013788273174741123
SUSD3,4.7376833,1.2848642,2.3373229150206746e-05,0.0007391158766101809
BYSL,4.7349277,1.0541744,2.1544949797856988e-05,0.0006919395384163072
TICRR,4.7253747,2.641305,2.2100144994871156e-05,0.0007065819736237368
ERCC6L,4.725006,1.2435151,2.5915713929314987e-05,0.000801827782115176
,4.7201476,1.4180981,2.492478220659581e-05,0.0007767567008217575
,4.713409,1.3338729,2.286500057852642e-05,0.000726931842989482
MNS1,4.7078066,1.1183586,2.406071856747163e-05,0.000755302198587512
SRGN,4.6945786,1.1149873,3.0002405085737054e-05,0.000902303736421464
CTSK,4.690791,1.1827638,3.7708777247306615e-05,0.0010798360322265945
TNFRSF9,4.682372,1.3542043,2.6121831247655506e-05,0.0008060961975426218
PCSK9,4.680198,2.962472,3.0768666108483436e-05,0.0009224165320621203
GYPC,4.6656,1.7661096,2.9713687586136334e-05,0.0008964702924983109
,4.66507,1.0361499,2.966438909954363e-05,0.0008955540875125146
NOP2,4.657509,1.3011513,3.091984611790124e-05,0.0009263617227989575
SSPN,4.65082,1.0222601,2.9845352973501254e-05,0.0008987231783051712
APH1B,4.6494226,1.1813631,3.237380406618217e-05,0.0009577908373726579
,4.6391635,1.0953707,4.7366947435468804e-05,0.0013005154859719807
PRKDC,4.636117,2.3301742,3.622578868409115e-05,0.0010462352779476802
CX3CL1,4.6357675,2.2953546,8.446555223766492e-05,0.002038679530462865
EVI2B,4.624752,1.1053773,4.707773216822774e-05,0.0012948292300478778
RPN1,4.6151476,1.1429878,3.479141892787163e-05,0.0010140959058661883
MZB1,4.6097507,1.2290739,4.119293474493621e-05,0.0011565069222425502
PNOC,4.6079035,2.7983747,5.69807487728265e-05,0.0014900985529000016
SKAP1,4.599944,3.8061748,3.36112542612639e-05,0.00098727584709878
LYN,4.593314,1.0635204,3.401377486040076e-05,0.000996340338898439
RUVBL1,4.5913324,1.287012,3.654020339676568e-05,0.0010533865948146215
REG3A,4.5870333,9.128622,3.690253222673502e-05,0.0010599563400425947
CELSR3,4.5818067,1.7210265,3.7346854085722005e-05,0.0010718052059631596
CYBA,4.5814567,1.0131229,4.4071465946136735e-05,0.0012228087035272084
GSAP,4.564385,1.1671426,3.750747711097561e-05,0.0010753734664781353
CCND2,4.5618715,1.435741,3.821374203471093e-05,0.0010890225870096805
CCND1,4.5597706,1.2590284,4.6637232020155056e-05,0.001284954883621127
,4.5587125,1.2006177,3.801732155155412e-05,0.0010866981454014325
PIM2,4.5576015,1.6470419,8.754832584111095e-05,0.002091741742709816
CDK5RAP2,4.5541906,1.0215983,5.025131182168696e-05,0.001356097437734481
RMI2,4.553295,1.1674868,6.0574517145515606e-05,0.0015590852462475009
KIR2DL1,4.549803,1.555464,6.472680267986943e-05,0.0016436021762622562
NLRC5,4.542315,3.6442103,4.063426359235951e-05,0.0011462642264542346
IGFBP5,4.5295024,2.0812228,9.708021804550252e-05,0.0022679377160881916
TMEM97,4.5182924,1.1465317,5.6788230346852756e-05,0.00148670769951221
DBNDD2,4.5116787,1.1309975,5.645323596789425e-05,0.0014803953624906727
CD69,4.510998,1.1387335,5.134800649573158e-05,0.0013801818995986216
SMOC2,4.501913,2.087759,8.919336627882305e-05,0.0021214030058080854
TRAT1,4.493422,1.5080197,5.481582328616906e-05,0.0014502897919340765
,4.4870424,1.2693919,4.9047095644041196e-05,0.0013388753338907425
SOD1,4.481768,1.756872,5.9887401846298314e-05,0.0015458751838394826
,4.479548,1.388839,4.94781924396251e-05,0.0013436652409536994
DBI,4.479514,1.3390852,5.169999935133159e-05,0.0013872784284250953
ITGB2,4.477186,1.2810748,8.011015087073282e-05,0.001958537936559048
DKK4,4.4759183,1.4255012,6.124667602351988e-05,0.0015738166771562493
DDX60,4.4740596,1.2774218,5.442300690850784e-05,0.0014439647716325186
MAP3K8,4.471368,1.5371519,6.396130251903702e-05,0.001626917330904259
,4.469517,2.206699,5.229095927284381e-05,0.0013975866724974138
PLEK,4.467182,1.1940897,7.125441747267938e-05,0.0017863448475781895
GMDS,4.4659,1.7705741,5.188680312026134e-05,0.001391501697964968
GPR132,4.463991,-2.8346255,5.214974390038667e-05,0.0013954794076871076
,4.4585185,1.2844453,5.2885613832655806e-05,0.001408704804944509
RILPL2,4.453895,1.1320388,5.71273364905397e-05,0.0014931065786508075
MYO5A,4.4523435,5.0374866,5.467465337194164e-05,0.0014482048303843466
CD40,4.447972,1.0434363,5.733617564691732e-05,0.0014952604527721707
XBP1,4.4433603,1.3075246,5.591105710895395e-05,0.0014686198659929397
USP18,4.4414973,1.1928632,5.587997878641645e-05,0.0014686189758050016
POLR3G,4.4318004,1.2137792,6.07461282732954e-05,0.0015618027664265138
HSP90AA1,4.4289827,1.3464001,5.9077247483300465e-05,0.001530540715603776
ITGB2,4.4239984,1.3153397,9.783145488014091e-05,0.0022809820778781796
LAIR2,4.423031,3.84588,0.0001611960869349897,0.003402812710679856
HLA-DMB,4.420827,2.616912,5.986297237141801e-05,0.0015458751838394826
CCR9,4.4192085,4.087545,5.989788428726767e-05,0.0015458751838394826
PTCD2,4.4189873,1.8872081,6.0742796237872276e-05,0.0015618027664265138
SLC12A2,4.4145827,1.1494379,7.754946091289624e-05,0.0019050083169284357
EIF4A1,4.405363,1.1932111,6.421262376342881e-05,0.001632298007725162
SLC9A7,4.404711,1.6086626,7.2949165622094e-05,0.0018201509378082284
PLEKHO2,4.401397,1.2924501,6.82816342050175e-05,0.0017209372772172419
,4.4012985,1.1005607,7.584280874047906e-05,0.001876268033143575
,4.399123,1.2802901,0.00011909247138528668,0.002668833511996095
PRAMEF4,4.3939276,1.232761,7.183729600007216e-05,0.0017979497707776148
KIR2DL5A,4.3903093,1.5038924,8.158099191014174e-05,0.001982938447035201
CD47,4.3865848,1.2346599,7.28264826511191e-05,0.0018188958964725085
SPC25,4.381129,1.1587534,7.097601351949103e-05,0.0017803087335983895
PFN1,4.375376,1.3008553,6.916559073746611e-05,0.001741360617891064
PTPRCAP,4.3665795,1.2745141,8.076803509660211e-05,0.0019709121844649316
FBXO9,4.3628893,2.4717185,8.384130785421403e-05,0.0020246456103416555
HNRNPM,4.3624563,1.2806529,7.195543740163235e-05,0.0017991521549466287
,4.3613973,1.4817716,0.00010231660423623056,0.0023611178520016388
TXN,4.3462276,1.4601473,7.732328722678273e-05,0.0019041815454645553
TXNIP,4.3410687,1.5889785,7.737406102433007e-05,0.001904440533235163
GZMH,4.323976,2.4469275,0.00014552277508062512,0.0031263605452947923
EOMES,4.3174396,2.3886256,0.00012198274203306337,0.0027130407039765536
,4.3108444,1.7402626,0.00012743004512990818,0.0028064865665551986
CAP1,4.306116,1.4903404,8.807716879356518e-05,0.002100437901355338
TRIM40,4.3033648,1.8985986,0.00010125666177471964,0.002340082510296366
,4.301302,2.7250037,0.00011151137972550524,0.0025333323535991757
,4.3011866,1.905936,0.00012090642240289605,0.002694168687995197
CCNF,4.3010283,1.139798,0.00010440804633099722,0.002403518952691234
AGR2,4.2991843,4.0343456,0.00012148162103615073,0.0027044381394622035
POU2AF1,4.294145,1.8906776,0.00014973823299559304,0.0032038293027238894
RGS1,4.293382,1.3417621,0.00010738610177028097,0.0024517926237677032
FXYD5,4.2930794,1.1952087,0.00016241931304516102,0.0034225258094554268
PLCB2,4.2900524,2.3380203,0.00011817412892082651,0.002653281213506189
CDCA2,4.284127,1.3650459,9.257828577239668e-05,0.0021843396334338
XBP1,4.2833633,1.1158049,9.754254183135918e-05,0.002275367370027667
ACTB,4.2819138,5.5536013,9.980261756753652e-05,0.002313259396995321
FYN,4.2817035,1.441882,0.0001328444427000843,0.002897405279305158
XAF1,4.2764287,1.1149634,0.00012058967773816159,0.0026896444529746393
,4.2727394,1.6574292,9.829577971896158e-05,0.002288424434628403
MYADM,4.269898,2.1552622,0.00011076970390435621,0.0025193184531747017
